nohup: ignoring input
Starting from scratch
Epoch 1 of 2000
Found 300 cases for training
   Iteration 1 of 100, loss = 0.024611137807369232
   Iteration 23 of 100, loss = 0.007981242875204138
   Iteration 24 of 100, loss = 0.008153875649441034
   Iteration 25 of 100, loss = 0.00803248856216669
   Iteration 26 of 100, loss = 0.007876094681425737
   Iteration 27 of 100, loss = 0.007683243947448554
   Iteration 28 of 100, loss = 0.007619704103230366
   Iteration 29 of 100, loss = 0.007675681375609389
   Iteration 30 of 100, loss = 0.007926217854643862
   Iteration 31 of 100, loss = 0.007914216392823765
   Iteration 32 of 100, loss = 0.007968088451889344
   Iteration 33 of 100, loss = 0.007895158533232681
   Iteration 34 of 100, loss = 0.007908137775409748
   Iteration 35 of 100, loss = 0.007884302588977984
   Iteration 36 of 100, loss = 0.007788217574771907
   Iteration 37 of 100, loss = 0.007701993630443876
   Iteration 38 of 100, loss = 0.007685529349959995
   Iteration 39 of 100, loss = 0.007706082581231992
   Iteration 40 of 100, loss = 0.007656580500770361
   Iteration 41 of 100, loss = 0.007640369656700187
   Iteration 42 of 100, loss = 0.007744759044033431
   Iteration 43 of 100, loss = 0.007726549116764651
   Iteration 44 of 100, loss = 0.007662109385075217
   Iteration 45 of 100, loss = 0.007714967336505651
   Iteration 46 of 100, loss = 0.007634777666838921
   Iteration 47 of 100, loss = 0.007674641520815327
   Iteration 48 of 100, loss = 0.0076495297156119095
   Iteration 49 of 100, loss = 0.007617020485352496
   Iteration 50 of 100, loss = 0.007565137818455696
   Iteration 51 of 100, loss = 0.0075814634671106055
   Iteration 52 of 100, loss = 0.007566249150281342
   Iteration 53 of 100, loss = 0.007584708540717948
   Iteration 54 of 100, loss = 0.007557208908514844
   Iteration 55 of 100, loss = 0.007572368583218618
   Iteration 56 of 100, loss = 0.007522846330955092
   Iteration 57 of 100, loss = 0.007475282155434813
   Iteration 58 of 100, loss = 0.007419763429989588
   Iteration 59 of 100, loss = 0.007386156160510697
   Iteration 60 of 100, loss = 0.007427558916000028
   Iteration 61 of 100, loss = 0.007350911142029723
   Iteration 62 of 100, loss = 0.007332605422444401
   Iteration 63 of 100, loss = 0.00732704960844583
   Iteration 64 of 100, loss = 0.007349738407356199
   Iteration 65 of 100, loss = 0.007334329653531313
   Iteration 66 of 100, loss = 0.007300427733835849
   Iteration 67 of 100, loss = 0.0072951429287221896
   Iteration 68 of 100, loss = 0.007294665563248974
   Iteration 69 of 100, loss = 0.0072924752476746625
   Iteration 70 of 100, loss = 0.0072902887194816555
   Iteration 71 of 100, loss = 0.0073373832110263095
   Iteration 72 of 100, loss = 0.007349456498761558
   Iteration 73 of 100, loss = 0.007369192106623764
   Iteration 74 of 100, loss = 0.007400651393156196
   Iteration 75 of 100, loss = 0.007368266545236111
   Iteration 76 of 100, loss = 0.007388087859573333
   Iteration 77 of 100, loss = 0.0074327289332430085
   Iteration 78 of 100, loss = 0.007439546884061434
   Iteration 79 of 100, loss = 0.007448155102850516
   Iteration 80 of 100, loss = 0.007498449878767133
   Iteration 81 of 100, loss = 0.007502517823911744
   Iteration 82 of 100, loss = 0.007494630377239934
   Iteration 83 of 100, loss = 0.007522573879729193
   Iteration 84 of 100, loss = 0.007478508092130401
   Iteration 85 of 100, loss = 0.007504896022488966
   Iteration 86 of 100, loss = 0.00754685417564889
   Iteration 87 of 100, loss = 0.007523947938655813
   Iteration 88 of 100, loss = 0.0075434507479340855
   Iteration 89 of 100, loss = 0.007540402303481203
   Iteration 90 of 100, loss = 0.007555290722909073
   Iteration 91 of 100, loss = 0.007574202715429467
   Iteration 92 of 100, loss = 0.007626980641836543
   Iteration 93 of 100, loss = 0.007658286428239237
   Iteration 94 of 100, loss = 0.007634119801916816
   Iteration 95 of 100, loss = 0.007616202888618175
   Iteration 96 of 100, loss = 0.007644156394235324
   Iteration 97 of 100, loss = 0.007593775854551608
   Iteration 98 of 100, loss = 0.007593101280152189
   Iteration 99 of 100, loss = 0.007618619872238299
   Iteration 100 of 100, loss = 0.0075815089326351885

   End of epoch 18; saving model... 

Epoch 19 of 2000
   Iteration 1 of 100, loss = 0.005786264315247536
   Iteration 2 of 100, loss = 0.005205696215853095
   Iteration 3 of 100, loss = 0.00505510438233614
   Iteration 4 of 100, loss = 0.005303285084664822
   Iteration 5 of 100, loss = 0.0054031630977988245
   Iteration 6 of 100, loss = 0.006501764835168918
   Iteration 7 of 100, loss = 0.0065485165853585514
   Iteration 8 of 100, loss = 0.006533218955155462
   Iteration 9 of 100, loss = 0.007217222359031439
   Iteration 10 of 100, loss = 0.007115042489022017
   Iteration 11 of 100, loss = 0.006982130972160535
   Iteration 12 of 100, loss = 0.006748314558838804
   Iteration 13 of 100, loss = 0.00689491185431297
   Iteration 14 of 100, loss = 0.006704399960913828
   Iteration 15 of 100, loss = 0.006758433983971675
   Iteration 16 of 100, loss = 0.00665452700923197
   Iteration 17 of 100, loss = 0.006945650230216629
   Iteration 18 of 100, loss = 0.006977105720175637
   Iteration 19 of 100, loss = 0.007102825629868005
   Iteration 20 of 100, loss = 0.0071087580174207686
   Iteration 21 of 100, loss = 0.007231887651696091
   Iteration 22 of 100, loss = 0.007101179968396371
   Iteration 23 of 100, loss = 0.007083758489107308
   Iteration 24 of 100, loss = 0.007137759608061363
   Iteration 25 of 100, loss = 0.007117204647511244
   Iteration 26 of 100, loss = 0.007030891254544258
   Iteration 27 of 100, loss = 0.0071441323185960455
   Iteration 28 of 100, loss = 0.00721550383605063
   Iteration 29 of 100, loss = 0.007130706939717819
   Iteration 30 of 100, loss = 0.007067279781525334
   Iteration 31 of 100, loss = 0.007148718356244987
   Iteration 32 of 100, loss = 0.0071304877928923815
   Iteration 33 of 100, loss = 0.0069980181429083604
   Iteration 34 of 100, loss = 0.006930032162927091
   Iteration 35 of 100, loss = 0.006800988456234336
   Iteration 36 of 100, loss = 0.006967757757390953
   Iteration 37 of 100, loss = 0.006983849654175542
   Iteration 38 of 100, loss = 0.006967928217674948
   Iteration 39 of 100, loss = 0.006917230540122359
   Iteration 40 of 100, loss = 0.0069887682038825005
   Iteration 41 of 100, loss = 0.006905343673169249
   Iteration 42 of 100, loss = 0.006965163291343266
   Iteration 43 of 100, loss = 0.007114570582458793
   Iteration 44 of 100, loss = 0.007076397014316171
   Iteration 45 of 100, loss = 0.007125596727968918
   Iteration 46 of 100, loss = 0.007130036054624487
   Iteration 47 of 100, loss = 0.007062030941287571
   Iteration 48 of 100, loss = 0.007085161036229692
   Iteration 49 of 100, loss = 0.007010491198993155
   Iteration 50 of 100, loss = 0.007011400577612221
   Iteration 51 of 100, loss = 0.007010881775332724
   Iteration 52 of 100, loss = 0.007011907215480908
   Iteration 53 of 100, loss = 0.0069931696019715295
   Iteration 54 of 100, loss = 0.007008499418454313
   Iteration 55 of 100, loss = 0.007063674660060894
   Iteration 56 of 100, loss = 0.007114350916318861
   Iteration 57 of 100, loss = 0.007146182931600171
   Iteration 58 of 100, loss = 0.007176613551564515
   Iteration 59 of 100, loss = 0.007133838014235183
   Iteration 60 of 100, loss = 0.007113520370330662
   Iteration 61 of 100, loss = 0.007109700522736692
   Iteration 62 of 100, loss = 0.0070867795955329655
   Iteration 63 of 100, loss = 0.007082764107349609
   Iteration 64 of 100, loss = 0.007061047483148286
   Iteration 65 of 100, loss = 0.007018171763047576
   Iteration 66 of 100, loss = 0.007006787077636655
   Iteration 67 of 100, loss = 0.007059649331495166
   Iteration 68 of 100, loss = 0.007082789797363255
   Iteration 69 of 100, loss = 0.007054769741101325
   Iteration 70 of 100, loss = 0.007110976836910205
   Iteration 71 of 100, loss = 0.007077115151742605
   Iteration 72 of 100, loss = 0.007042102059737469
   Iteration 73 of 100, loss = 0.007023431261848301
   Iteration 74 of 100, loss = 0.007002684076920756
   Iteration 75 of 100, loss = 0.006990817086771131
   Iteration 76 of 100, loss = 0.007027647026054757
   Iteration 77 of 100, loss = 0.007102905769602625
   Iteration 78 of 100, loss = 0.007139591795678895
   Iteration 79 of 100, loss = 0.00712871626667867
   Iteration 80 of 100, loss = 0.00722484483558219
   Iteration 81 of 100, loss = 0.007266470596171272
   Iteration 82 of 100, loss = 0.0072169986087828875
   Iteration 83 of 100, loss = 0.007226482319858778
   Iteration 84 of 100, loss = 0.007205837151213061
   Iteration 85 of 100, loss = 0.00718619186869439
   Iteration 86 of 100, loss = 0.007182959640441939
   Iteration 87 of 100, loss = 0.007194537722944528
   Iteration 88 of 100, loss = 0.007225328283807771
   Iteration 89 of 100, loss = 0.007210235561380226
   Iteration 90 of 100, loss = 0.007246588553405471
   Iteration 91 of 100, loss = 0.007233996343399797
   Iteration 92 of 100, loss = 0.0072402080784187365
   Iteration 93 of 100, loss = 0.007266493233781989
   Iteration 94 of 100, loss = 0.0072448109177515865
   Iteration 95 of 100, loss = 0.007246747828627887
   Iteration 96 of 100, loss = 0.0072552034398540854
   Iteration 97 of 100, loss = 0.007242325160498779
   Iteration 98 of 100, loss = 0.00725397035688618
   Iteration 99 of 100, loss = 0.007281738723806962
   Iteration 100 of 100, loss = 0.007303483593277633

   End of epoch 19; saving model... 

Epoch 20 of 2000
   Iteration 1 of 100, loss = 0.007478212006390095
   Iteration 2 of 100, loss = 0.007607859559357166
   Iteration 3 of 100, loss = 0.006877040180067222
   Iteration 4 of 100, loss = 0.009517690865322948
   Iteration 5 of 100, loss = 0.009444283694028855
   Iteration 6 of 100, loss = 0.008720981189981103
   Iteration 7 of 100, loss = 0.009119945378707988
   Iteration 8 of 100, loss = 0.009237832331564277
   Iteration 9 of 100, loss = 0.009395838145994477
   Iteration 10 of 100, loss = 0.009163330495357513
   Iteration 11 of 100, loss = 0.00897220458666032
   Iteration 12 of 100, loss = 0.00872238865122199
   Iteration 13 of 100, loss = 0.008804767106014948
   Iteration 14 of 100, loss = 0.008678302534722857
   Iteration 15 of 100, loss = 0.00841305007537206
   Iteration 16 of 100, loss = 0.008316985942656174
   Iteration 17 of 100, loss = 0.008562245762304348
   Iteration 18 of 100, loss = 0.008536873411180245
   Iteration 19 of 100, loss = 0.008296518880677851
   Iteration 20 of 100, loss = 0.008056318550370634
   Iteration 21 of 100, loss = 0.008091325849472057
   Iteration 22 of 100, loss = 0.007978554561056873
   Iteration 23 of 100, loss = 0.007840111892184486
   Iteration 24 of 100, loss = 0.0077643124386668205
   Iteration 25 of 100, loss = 0.007654471956193447
   Iteration 26 of 100, loss = 0.007454575379737294
   Iteration 27 of 100, loss = 0.007457027125551745
   Iteration 28 of 100, loss = 0.0074319683481007814
   Iteration 29 of 100, loss = 0.00732724574105493
   Iteration 30 of 100, loss = 0.007275099338342746
   Iteration 31 of 100, loss = 0.007286075247271407
   Iteration 32 of 100, loss = 0.007308254382223822
   Iteration 33 of 100, loss = 0.0072702757985980224
   Iteration 34 of 100, loss = 0.007312830825171927
   Iteration 35 of 100, loss = 0.007515199495745557
   Iteration 36 of 100, loss = 0.007686673831712041
   Iteration 37 of 100, loss = 0.007769900965630202
   Iteration 38 of 100, loss = 0.007676544611489302
   Iteration 39 of 100, loss = 0.007660507355840542
   Iteration 40 of 100, loss = 0.007666869706008583
   Iteration 41 of 100, loss = 0.007621488318119834
   Iteration 42 of 100, loss = 0.007609909522302803
   Iteration 43 of 100, loss = 0.007520898516008327
   Iteration 44 of 100, loss = 0.00750555312895978
   Iteration 45 of 100, loss = 0.007496923135800494
   Iteration 46 of 100, loss = 0.007756891872976785
   Iteration 47 of 100, loss = 0.007705782936450014
   Iteration 48 of 100, loss = 0.007764737820252776
   Iteration 49 of 100, loss = 0.007769311208049862
   Iteration 50 of 100, loss = 0.0077738197892904285
   Iteration 51 of 100, loss = 0.0077114244466464895
   Iteration 52 of 100, loss = 0.007621216825030457
   Iteration 53 of 100, loss = 0.007703748272450746
   Iteration 54 of 100, loss = 0.0076520551660063645
   Iteration 55 of 100, loss = 0.007649615470489318
   Iteration 56 of 100, loss = 0.007592092854403225
   Iteration 57 of 100, loss = 0.007665823691671616
   Iteration 58 of 100, loss = 0.007616700664772813
   Iteration 59 of 100, loss = 0.00756624112521314
   Iteration 60 of 100, loss = 0.007576751107505212
   Iteration 61 of 100, loss = 0.00750054290029602
   Iteration 62 of 100, loss = 0.007446695569782487
   Iteration 63 of 100, loss = 0.0074159093422903905
   Iteration 64 of 100, loss = 0.0073498001584084705
   Iteration 65 of 100, loss = 0.007370061241090298
   Iteration 66 of 100, loss = 0.007353459894092697
   Iteration 67 of 100, loss = 0.007328408179498876
   Iteration 68 of 100, loss = 0.00730602873270126
   Iteration 69 of 100, loss = 0.007302994853344517
   Iteration 70 of 100, loss = 0.007292786832632763
   Iteration 71 of 100, loss = 0.007382367547391586
   Iteration 72 of 100, loss = 0.007350897047823916
   Iteration 73 of 100, loss = 0.007331522392134552
   Iteration 74 of 100, loss = 0.007314852023547566
   Iteration 75 of 100, loss = 0.0072729164051512874
   Iteration 76 of 100, loss = 0.007279196453868951
   Iteration 77 of 100, loss = 0.007328590142310827
   Iteration 78 of 100, loss = 0.0074109488035528324
   Iteration 79 of 100, loss = 0.007469057795131886
   Iteration 80 of 100, loss = 0.0074996511393692344
   Iteration 81 of 100, loss = 0.0074494970203549775
   Iteration 82 of 100, loss = 0.007492163638788752
   Iteration 83 of 100, loss = 0.0075006517188915284
   Iteration 84 of 100, loss = 0.007498169899918139
   Iteration 85 of 100, loss = 0.0074960636303705325
   Iteration 86 of 100, loss = 0.007476202677935362
   Iteration 87 of 100, loss = 0.007473153784742643
   Iteration 88 of 100, loss = 0.007485509082801978
   Iteration 89 of 100, loss = 0.007495810785278511
   Iteration 90 of 100, loss = 0.007466187172879776
   Iteration 91 of 100, loss = 0.007452947210397694
   Iteration 92 of 100, loss = 0.007479555894742193
   Iteration 93 of 100, loss = 0.007468509828291272
   Iteration 94 of 100, loss = 0.007476393906201454
   Iteration 95 of 100, loss = 0.007473146145869243
   Iteration 96 of 100, loss = 0.007451241748640314
   Iteration 97 of 100, loss = 0.007490308504052383
   Iteration 98 of 100, loss = 0.0075413099186000775
   Iteration 99 of 100, loss = 0.007570614041102053
   Iteration 100 of 100, loss = 0.007562001878395677

   End of epoch 20; saving model... 

Epoch 21 of 2000
   Iteration 1 of 100, loss = 0.006563819013535976
   Iteration 2 of 100, loss = 0.006054755765944719
   Iteration 3 of 100, loss = 0.00750767532736063
   Iteration 4 of 100, loss = 0.007272215560078621
   Iteration 5 of 100, loss = 0.007165668532252312
   Iteration 6 of 100, loss = 0.008269060092667738
   Iteration 7 of 100, loss = 0.008027000552309411
   Iteration 8 of 100, loss = 0.008092844567727298
   Iteration 9 of 100, loss = 0.008073064964264631
   Iteration 10 of 100, loss = 0.008372381282970309
   Iteration 11 of 100, loss = 0.008652197324078192
   Iteration 12 of 100, loss = 0.008540608066444596
   Iteration 13 of 100, loss = 0.008763986281477489
   Iteration 14 of 100, loss = 0.008781993295997381
   Iteration 15 of 100, loss = 0.008526919254412254
   Iteration 16 of 100, loss = 0.008564114541513845
   Iteration 17 of 100, loss = 0.008885442306671073
   Iteration 18 of 100, loss = 0.00891774621171256
   Iteration 19 of 100, loss = 0.008795308341321192
   Iteration 20 of 100, loss = 0.008860746445134283
   Iteration 21 of 100, loss = 0.008731958367640064
   Iteration 22 of 100, loss = 0.008815852374854412
   Iteration 23 of 100, loss = 0.008762756949695557
   Iteration 24 of 100, loss = 0.008807128431120267
   Iteration 25 of 100, loss = 0.008634744826704264
   Iteration 26 of 100, loss = 0.008557475458544034
   Iteration 27 of 100, loss = 0.008561479721080375
   Iteration 28 of 100, loss = 0.00865623404804085
   Iteration 29 of 100, loss = 0.008521662109756264
   Iteration 30 of 100, loss = 0.008516224023575584
   Iteration 31 of 100, loss = 0.008403415971946332
   Iteration 32 of 100, loss = 0.008273984756669961
   Iteration 33 of 100, loss = 0.008360995812285128
   Iteration 34 of 100, loss = 0.008337603964130668
   Iteration 35 of 100, loss = 0.00832720925765378
   Iteration 36 of 100, loss = 0.008263188776456647
   Iteration 37 of 100, loss = 0.008267541944577888
   Iteration 38 of 100, loss = 0.008282087057044632
   Iteration 39 of 100, loss = 0.008277795277535915
   Iteration 40 of 100, loss = 0.008286972483620047
   Iteration 41 of 100, loss = 0.008272940610967032
   Iteration 42 of 100, loss = 0.008375479241034814
   Iteration 43 of 100, loss = 0.008297017515572004
   Iteration 44 of 100, loss = 0.008226923549293795
   Iteration 45 of 100, loss = 0.008293757473842965
   Iteration 46 of 100, loss = 0.008215881327329122
   Iteration 47 of 100, loss = 0.008123930826030195
   Iteration 48 of 100, loss = 0.008082454805844463
   Iteration 49 of 100, loss = 0.008029586364686186
   Iteration 50 of 100, loss = 0.00809378535952419
   Iteration 51 of 100, loss = 0.008152537554612054
   Iteration 52 of 100, loss = 0.008102925865946768
   Iteration 53 of 100, loss = 0.008032176542570288
   Iteration 54 of 100, loss = 0.00804809724515373
   Iteration 55 of 100, loss = 0.008006146418946711
   Iteration 56 of 100, loss = 0.0079730703520389
   Iteration 57 of 100, loss = 0.007972622237151913
   Iteration 58 of 100, loss = 0.008023646720363918
   Iteration 59 of 100, loss = 0.00800295818549723
   Iteration 60 of 100, loss = 0.007972634921316057
   Iteration 61 of 100, loss = 0.00790342483974871
   Iteration 62 of 100, loss = 0.00799478957008931
   Iteration 63 of 100, loss = 0.007929676759337622
   Iteration 64 of 100, loss = 0.007952986983582377
   Iteration 65 of 100, loss = 0.008013023321445172
   Iteration 66 of 100, loss = 0.007955960513120799
   Iteration 67 of 100, loss = 0.007925043786083585
   Iteration 68 of 100, loss = 0.007848202648079571
   Iteration 69 of 100, loss = 0.007890537327182466
   Iteration 70 of 100, loss = 0.007908999653799193
   Iteration 71 of 100, loss = 0.007863840927750292
   Iteration 72 of 100, loss = 0.007837360860624662
   Iteration 73 of 100, loss = 0.007808253468869076
   Iteration 74 of 100, loss = 0.007781420840655227
   Iteration 75 of 100, loss = 0.007809532278527816
   Iteration 76 of 100, loss = 0.007782959195442106
   Iteration 77 of 100, loss = 0.007852104940004163
   Iteration 78 of 100, loss = 0.007853894207913142
   Iteration 79 of 100, loss = 0.007901239032043686
   Iteration 80 of 100, loss = 0.007887701829895377
   Iteration 81 of 100, loss = 0.007869009267722752
   Iteration 82 of 100, loss = 0.007858985529576496
   Iteration 83 of 100, loss = 0.007851747902536607
   Iteration 84 of 100, loss = 0.007879820203275554
   Iteration 85 of 100, loss = 0.007835507217575522
   Iteration 86 of 100, loss = 0.007849103749491448
   Iteration 87 of 100, loss = 0.007848594123604655
   Iteration 88 of 100, loss = 0.00783568373563784
   Iteration 89 of 100, loss = 0.007785664601879341
   Iteration 90 of 100, loss = 0.0077676997183718614
   Iteration 91 of 100, loss = 0.007768773430303394
   Iteration 92 of 100, loss = 0.007736729141628451
   Iteration 93 of 100, loss = 0.007738299044449964
   Iteration 94 of 100, loss = 0.007815074817118968
   Iteration 95 of 100, loss = 0.007798980786710193
   Iteration 96 of 100, loss = 0.007802211264788639
   Iteration 97 of 100, loss = 0.007806759099620059
   Iteration 98 of 100, loss = 0.007833755948124644
   Iteration 99 of 100, loss = 0.007820953974838962
   Iteration 100 of 100, loss = 0.007836551314685494

   End of epoch 21; saving model... 

Epoch 22 of 2000
   Iteration 1 of 100, loss = 0.004627825226634741
   Iteration 2 of 100, loss = 0.004948849556967616
   Iteration 3 of 100, loss = 0.00477077920610706
   Iteration 4 of 100, loss = 0.005605563637800515
   Iteration 5 of 100, loss = 0.007113409880548716
   Iteration 6 of 100, loss = 0.007214358930165569
   Iteration 7 of 100, loss = 0.007079623306968382
   Iteration 8 of 100, loss = 0.006893289741128683
   Iteration 9 of 100, loss = 0.006997799293862449
   Iteration 10 of 100, loss = 0.006636537797749043
   Iteration 11 of 100, loss = 0.006970281712710857
   Iteration 12 of 100, loss = 0.006763859962423642
   Iteration 13 of 100, loss = 0.00691478169308259
   Iteration 14 of 100, loss = 0.006729196956647294
   Iteration 15 of 100, loss = 0.00660797959814469
   Iteration 16 of 100, loss = 0.006456257397076115
   Iteration 17 of 100, loss = 0.006393230739323532
   Iteration 18 of 100, loss = 0.006342855773659216
   Iteration 19 of 100, loss = 0.006519477054672806
   Iteration 20 of 100, loss = 0.0064125294797122475
   Iteration 21 of 100, loss = 0.006471032941980022
   Iteration 22 of 100, loss = 0.006629138634624806
   Iteration 23 of 100, loss = 0.00659054319333771
   Iteration 24 of 100, loss = 0.006584207857182871
   Iteration 25 of 100, loss = 0.006572801228612661
   Iteration 26 of 100, loss = 0.006793515094054433
   Iteration 27 of 100, loss = 0.006781280540895683
   Iteration 28 of 100, loss = 0.006697749136947095
   Iteration 29 of 100, loss = 0.006850863758731505
   Iteration 30 of 100, loss = 0.006979598058387637
   Iteration 31 of 100, loss = 0.006930787401694444
   Iteration 32 of 100, loss = 0.007111622442607768
   Iteration 33 of 100, loss = 0.007274864453145049
   Iteration 34 of 100, loss = 0.007242025533581481
   Iteration 35 of 100, loss = 0.007139753044715949
   Iteration 36 of 100, loss = 0.0071669025087936055
   Iteration 37 of 100, loss = 0.007183828139425935
   Iteration 38 of 100, loss = 0.007338813432541333
   Iteration 39 of 100, loss = 0.007318503868121367
   Iteration 40 of 100, loss = 0.007512370962649584
   Iteration 41 of 100, loss = 0.007492609969453841
   Iteration 42 of 100, loss = 0.007489708706825262
   Iteration 43 of 100, loss = 0.007523078980400812
   Iteration 44 of 100, loss = 0.0075899648628282275
   Iteration 45 of 100, loss = 0.0075783585819105305
   Iteration 46 of 100, loss = 0.007554434918110137
   Iteration 47 of 100, loss = 0.007555777137663136
   Iteration 48 of 100, loss = 0.007532772957347333
   Iteration 49 of 100, loss = 0.007473025328422688
   Iteration 50 of 100, loss = 0.007535447748377919
   Iteration 51 of 100, loss = 0.007535603162193415
   Iteration 52 of 100, loss = 0.007608221852793717
   Iteration 53 of 100, loss = 0.007613078576846505
   Iteration 54 of 100, loss = 0.007598666379366208
   Iteration 55 of 100, loss = 0.007734152073548599
   Iteration 56 of 100, loss = 0.007759991891881717
   Iteration 57 of 100, loss = 0.007782672376682361
   Iteration 58 of 100, loss = 0.007749876481127636
   Iteration 59 of 100, loss = 0.007772067206580255
   Iteration 60 of 100, loss = 0.007815541505503157
   Iteration 61 of 100, loss = 0.007826432959772036
   Iteration 62 of 100, loss = 0.007752000541997052
   Iteration 63 of 100, loss = 0.00769501311763648
   Iteration 64 of 100, loss = 0.007777784128847998
   Iteration 65 of 100, loss = 0.007758593100767869
   Iteration 66 of 100, loss = 0.007700734912897601
   Iteration 67 of 100, loss = 0.00764595618499304
   Iteration 68 of 100, loss = 0.007640767527525039
   Iteration 69 of 100, loss = 0.007626439026300458
   Iteration 70 of 100, loss = 0.0076015163545629805
   Iteration 71 of 100, loss = 0.0076130116292813296
   Iteration 72 of 100, loss = 0.007600117701157514
   Iteration 73 of 100, loss = 0.007612949001207335
   Iteration 74 of 100, loss = 0.0076216131989919654
   Iteration 75 of 100, loss = 0.007645690782616536
   Iteration 76 of 100, loss = 0.0076174559868185925
   Iteration 77 of 100, loss = 0.0076230235409910805
   Iteration 78 of 100, loss = 0.007607666668123924
   Iteration 79 of 100, loss = 0.00760568821614113
   Iteration 80 of 100, loss = 0.007546002155868337
   Iteration 81 of 100, loss = 0.007561986248388335
   Iteration 82 of 100, loss = 0.007604913939381155
   Iteration 83 of 100, loss = 0.007586512434105557
   Iteration 84 of 100, loss = 0.00759311250987507
   Iteration 85 of 100, loss = 0.007548838032080847
   Iteration 86 of 100, loss = 0.0075477871794773395
   Iteration 87 of 100, loss = 0.0075500190482828125
   Iteration 88 of 100, loss = 0.007563268019690771
   Iteration 89 of 100, loss = 0.007583708382012804
   Iteration 90 of 100, loss = 0.007601073503287302
   Iteration 91 of 100, loss = 0.007576905165358886
   Iteration 92 of 100, loss = 0.0075612688163781295
   Iteration 93 of 100, loss = 0.007577397094498719
   Iteration 94 of 100, loss = 0.007553186852167895
   Iteration 95 of 100, loss = 0.0076068734358015816
   Iteration 96 of 100, loss = 0.007575919225928374
   Iteration 97 of 100, loss = 0.007614337431132486
   Iteration 98 of 100, loss = 0.007610614701383272
   Iteration 99 of 100, loss = 0.0076070003108017975
   Iteration 100 of 100, loss = 0.0075631943182088435

   End of epoch 22; saving model... 

Epoch 23 of 2000
   Iteration 1 of 100, loss = 0.014103228226304054
   Iteration 2 of 100, loss = 0.011073104105889797
   Iteration 3 of 100, loss = 0.010055415642758211
   Iteration 4 of 100, loss = 0.011079402174800634
   Iteration 5 of 100, loss = 0.009870944358408452
   Iteration 6 of 100, loss = 0.009317457598323623
   Iteration 7 of 100, loss = 0.008841120039245911
   Iteration 8 of 100, loss = 0.008498536015395075
   Iteration 9 of 100, loss = 0.008252856321632862
   Iteration 10 of 100, loss = 0.008319533336907626
   Iteration 11 of 100, loss = 0.008178999393501064
   Iteration 12 of 100, loss = 0.008052817972687384
   Iteration 13 of 100, loss = 0.007860556853791842
   Iteration 14 of 100, loss = 0.007848870341799088
   Iteration 15 of 100, loss = 0.007904969217876593
   Iteration 16 of 100, loss = 0.007683675270527601
   Iteration 17 of 100, loss = 0.007686281138483216
   Iteration 18 of 100, loss = 0.007380407445857095
   Iteration 19 of 100, loss = 0.007451492055368267
   Iteration 20 of 100, loss = 0.007255861896555871
   Iteration 21 of 100, loss = 0.007215196166985801
   Iteration 22 of 100, loss = 0.00737839326558804
   Iteration 23 of 100, loss = 0.007470106857869288
   Iteration 24 of 100, loss = 0.007443769747624174
   Iteration 25 of 100, loss = 0.007347186310216785
   Iteration 26 of 100, loss = 0.007376327815179069
   Iteration 27 of 100, loss = 0.007479136111214757
   Iteration 28 of 100, loss = 0.007573382222160164
   Iteration 29 of 100, loss = 0.007604367091673715
   Iteration 30 of 100, loss = 0.007658102821248273
   Iteration 31 of 100, loss = 0.007795943810995068
   Iteration 32 of 100, loss = 0.007698492285271641
   Iteration 33 of 100, loss = 0.007571757058471892
   Iteration 34 of 100, loss = 0.007520648602889303
   Iteration 35 of 100, loss = 0.0074870933712060965
   Iteration 36 of 100, loss = 0.0075381910234379275
   Iteration 37 of 100, loss = 0.007561566389946116
   Iteration 38 of 100, loss = 0.007489862196196459
   Iteration 39 of 100, loss = 0.007505136476352046
   Iteration 40 of 100, loss = 0.007489485194673762
   Iteration 41 of 100, loss = 0.007602744116788593
   Iteration 42 of 100, loss = 0.007599863306885319
   Iteration 43 of 100, loss = 0.007651264947124346
   Iteration 44 of 100, loss = 0.007659927703736519
   Iteration 45 of 100, loss = 0.00757622972337736
   Iteration 46 of 100, loss = 0.0075775193981826305
   Iteration 47 of 100, loss = 0.007649979435224483
   Iteration 48 of 100, loss = 0.007722596366268893
   Iteration 49 of 100, loss = 0.007650160990959528
   Iteration 50 of 100, loss = 0.007635521795600652
   Iteration 51 of 100, loss = 0.007638434605563388
   Iteration 52 of 100, loss = 0.007583842147141695
   Iteration 53 of 100, loss = 0.007631796201304445
   Iteration 54 of 100, loss = 0.007621858708767427
   Iteration 55 of 100, loss = 0.007639154173772443
   Iteration 56 of 100, loss = 0.007633275701664388
   Iteration 57 of 100, loss = 0.007577118627204184
   Iteration 58 of 100, loss = 0.007676489619088584
   Iteration 59 of 100, loss = 0.007688544595898208
   Iteration 60 of 100, loss = 0.0076258594558263814
   Iteration 61 of 100, loss = 0.007657744059125419
   Iteration 62 of 100, loss = 0.007669890036566123
   Iteration 63 of 100, loss = 0.007666339935173118
   Iteration 64 of 100, loss = 0.007603333298902726
   Iteration 65 of 100, loss = 0.007527825057220001
   Iteration 66 of 100, loss = 0.007539052241058512
   Iteration 67 of 100, loss = 0.007525331222577326
   Iteration 68 of 100, loss = 0.007533880067057908
   Iteration 69 of 100, loss = 0.0075390796662996645
   Iteration 70 of 100, loss = 0.0075424258198056905
   Iteration 71 of 100, loss = 0.007555372763792394
