nohup: ignoring input
Loading weights from /autofs/space/nicc_005/users/olchanyi/DiffSR/model_outputs_v13/checkpoint_0055.pth
Epoch 56 of 2000
Found 300 cases for training
   Iteration 1 of 100, loss = 0.007026712875813246
   Iteration 48 of 100, loss = 0.006119249633532793
   Iteration 49 of 100, loss = 0.006100244831997065
   Iteration 50 of 100, loss = 0.006045745776500553
   Iteration 51 of 100, loss = 0.006087907350293416
   Iteration 52 of 100, loss = 0.006116572335416164
   Iteration 53 of 100, loss = 0.006125768626829222
   Iteration 54 of 100, loss = 0.006106107622919673
   Iteration 55 of 100, loss = 0.0060772068608044225
   Iteration 56 of 100, loss = 0.006043483309830273
   Iteration 57 of 100, loss = 0.006029414542003028
   Iteration 58 of 100, loss = 0.006064769448632182
   Iteration 59 of 100, loss = 0.0060507689772363185
   Iteration 60 of 100, loss = 0.005994743688885743
   Iteration 61 of 100, loss = 0.006019994042065666
   Iteration 62 of 100, loss = 0.005981220253517911
   Iteration 63 of 100, loss = 0.005968310735336254
   Iteration 64 of 100, loss = 0.005916406482356251
   Iteration 65 of 100, loss = 0.005875934425813074
   Iteration 66 of 100, loss = 0.005887495757743829
   Iteration 67 of 100, loss = 0.005900339537939585
   Iteration 68 of 100, loss = 0.005929160858025117
   Iteration 69 of 100, loss = 0.005951539297804128
   Iteration 70 of 100, loss = 0.005921629605083061
   Iteration 71 of 100, loss = 0.005891715869976496
   Iteration 72 of 100, loss = 0.005849143944538405
   Iteration 73 of 100, loss = 0.005863126381683125
   Iteration 74 of 100, loss = 0.0058369051139625545
   Iteration 75 of 100, loss = 0.005822525764815509
   Iteration 76 of 100, loss = 0.005797131601292149
   Iteration 77 of 100, loss = 0.00576707669201174
   Iteration 78 of 100, loss = 0.005783951857712311
   Iteration 79 of 100, loss = 0.0057714419436487785
   Iteration 80 of 100, loss = 0.005795883362588938
   Iteration 81 of 100, loss = 0.005803303567428188
   Iteration 82 of 100, loss = 0.005816872190491001
   Iteration 83 of 100, loss = 0.00585120066254209
   Iteration 84 of 100, loss = 0.0058277578694590675
   Iteration 85 of 100, loss = 0.005818613450152471
   Iteration 86 of 100, loss = 0.005794926461233043
   Iteration 87 of 100, loss = 0.0057551100831371785
   Iteration 88 of 100, loss = 0.0057212841361020264
   Iteration 89 of 100, loss = 0.005685335418910541
   Iteration 90 of 100, loss = 0.005655389707276804
   Iteration 91 of 100, loss = 0.005663613199031205
   Iteration 92 of 100, loss = 0.005686763779047634
   Iteration 93 of 100, loss = 0.005666302383116256
   Iteration 94 of 100, loss = 0.005676532299208277
   Iteration 95 of 100, loss = 0.005650334710892486
   Iteration 96 of 100, loss = 0.005680877913012712
   Iteration 97 of 100, loss = 0.005687388767891554
   Iteration 98 of 100, loss = 0.005690745148114024
   Iteration 99 of 100, loss = 0.005676625107151616
   Iteration 100 of 100, loss = 0.0056576336489524695

   End of epoch 76; saving model... 

Epoch 77 of 2000
   Iteration 1 of 100, loss = 0.0029211000073701143
   Iteration 2 of 100, loss = 0.003389421384781599
   Iteration 3 of 100, loss = 0.005344400492807229
   Iteration 4 of 100, loss = 0.005568966502323747
   Iteration 5 of 100, loss = 0.005074409954249859
   Iteration 6 of 100, loss = 0.004682492193145056
   Iteration 7 of 100, loss = 0.004428323857220156
   Iteration 8 of 100, loss = 0.004193828906863928
   Iteration 9 of 100, loss = 0.004436812104864253
   Iteration 10 of 100, loss = 0.004314969759434462
   Iteration 11 of 100, loss = 0.004372164945710789
   Iteration 12 of 100, loss = 0.004281187255401164
   Iteration 13 of 100, loss = 0.00423433891354272
   Iteration 14 of 100, loss = 0.004313897823781839
   Iteration 15 of 100, loss = 0.0042861266682545345
   Iteration 16 of 100, loss = 0.0043999196495860815
   Iteration 17 of 100, loss = 0.004493535112808733
   Iteration 18 of 100, loss = 0.004617287570403682
   Iteration 19 of 100, loss = 0.004594359693950729
   Iteration 20 of 100, loss = 0.004778073774650693
   Iteration 21 of 100, loss = 0.004878758785447904
   Iteration 22 of 100, loss = 0.004946076099506833
   Iteration 23 of 100, loss = 0.0050500428668506766
   Iteration 24 of 100, loss = 0.004934944765409455
   Iteration 25 of 100, loss = 0.0048414786998182534
   Iteration 26 of 100, loss = 0.004904463197677755
   Iteration 27 of 100, loss = 0.0047951399486649915
   Iteration 28 of 100, loss = 0.0048655257227697545
   Iteration 29 of 100, loss = 0.004808439495812716
   Iteration 30 of 100, loss = 0.004773185316783686
   Iteration 31 of 100, loss = 0.004753681568188533
   Iteration 32 of 100, loss = 0.0047878003169898875
   Iteration 33 of 100, loss = 0.004732736873186447
   Iteration 34 of 100, loss = 0.004761413294438492
   Iteration 35 of 100, loss = 0.004838942250769053
   Iteration 36 of 100, loss = 0.00490846448034669
   Iteration 37 of 100, loss = 0.0049087142232000025
   Iteration 38 of 100, loss = 0.004967594500876179
   Iteration 39 of 100, loss = 0.004985716355104859
   Iteration 40 of 100, loss = 0.0049548659299034625
   Iteration 41 of 100, loss = 0.004890140009725966
   Iteration 42 of 100, loss = 0.0048888316932356075
   Iteration 43 of 100, loss = 0.004856125879383018
   Iteration 44 of 100, loss = 0.004793971496507187
   Iteration 45 of 100, loss = 0.0047509881098651225
   Iteration 46 of 100, loss = 0.004823902616803737
   Iteration 47 of 100, loss = 0.004865914657513829
   Iteration 48 of 100, loss = 0.004839966573247996
   Iteration 49 of 100, loss = 0.0049290704512398465
   Iteration 50 of 100, loss = 0.004897278961725533
   Iteration 51 of 100, loss = 0.004851426363137423
   Iteration 52 of 100, loss = 0.004897086469169993
   Iteration 53 of 100, loss = 0.00488168791920509
   Iteration 54 of 100, loss = 0.004851356489342396
   Iteration 55 of 100, loss = 0.004857779467817057
   Iteration 56 of 100, loss = 0.004891035583568737
   Iteration 57 of 100, loss = 0.004881670596404818
   Iteration 58 of 100, loss = 0.004930224490416204
   Iteration 59 of 100, loss = 0.004933399310082955
   Iteration 60 of 100, loss = 0.0050160571661156915
   Iteration 61 of 100, loss = 0.005025585575151394
   Iteration 62 of 100, loss = 0.0050815764416549955
   Iteration 63 of 100, loss = 0.005117301758940494
   Iteration 64 of 100, loss = 0.0051131616746715736
   Iteration 65 of 100, loss = 0.00511783052307482
   Iteration 66 of 100, loss = 0.0051813377667162
   Iteration 67 of 100, loss = 0.00516442724142168
   Iteration 68 of 100, loss = 0.005193987857851693
   Iteration 69 of 100, loss = 0.005180907904750843
   Iteration 70 of 100, loss = 0.005199209085133459
   Iteration 71 of 100, loss = 0.005164146397105405
   Iteration 72 of 100, loss = 0.005188615708094504
   Iteration 73 of 100, loss = 0.0052014827115894995
   Iteration 74 of 100, loss = 0.005164175146460734
   Iteration 75 of 100, loss = 0.0051935103939225276
   Iteration 76 of 100, loss = 0.005168860827229525
   Iteration 77 of 100, loss = 0.0051444081390010455
   Iteration 78 of 100, loss = 0.005167535807674703
   Iteration 79 of 100, loss = 0.00514171302872651
   Iteration 80 of 100, loss = 0.005205410052440129
   Iteration 81 of 100, loss = 0.005172422371321806
   Iteration 82 of 100, loss = 0.005204390953067781
   Iteration 83 of 100, loss = 0.005242503980309309
   Iteration 84 of 100, loss = 0.005272194884517896
   Iteration 85 of 100, loss = 0.005293606777730234
   Iteration 86 of 100, loss = 0.00529205861642177
   Iteration 87 of 100, loss = 0.005257092536716112
   Iteration 88 of 100, loss = 0.0052538957335689866
   Iteration 89 of 100, loss = 0.005257968029551459
   Iteration 90 of 100, loss = 0.005253167815196017
   Iteration 91 of 100, loss = 0.005214031671869804
   Iteration 92 of 100, loss = 0.005182527664937484
   Iteration 93 of 100, loss = 0.005166084126328989
   Iteration 94 of 100, loss = 0.005156297936411376
   Iteration 95 of 100, loss = 0.005147436424158514
   Iteration 96 of 100, loss = 0.005168842439161381
   Iteration 97 of 100, loss = 0.005187529692493533
   Iteration 98 of 100, loss = 0.005204833394192083
   Iteration 99 of 100, loss = 0.005190049470966738
   Iteration 100 of 100, loss = 0.005191051120636985

   End of epoch 77; saving model... 

Epoch 78 of 2000
   Iteration 1 of 100, loss = 0.009336467832326889
   Iteration 2 of 100, loss = 0.006009400240145624
   Iteration 3 of 100, loss = 0.0046603933442384005
   Iteration 4 of 100, loss = 0.005334542307537049
   Iteration 5 of 100, loss = 0.005860762810334564
   Iteration 6 of 100, loss = 0.005826768736975889
   Iteration 7 of 100, loss = 0.005658360963155117
   Iteration 8 of 100, loss = 0.00586927161202766
   Iteration 9 of 100, loss = 0.005760206038960152
   Iteration 10 of 100, loss = 0.00566690533887595
   Iteration 11 of 100, loss = 0.005857290932908654
   Iteration 12 of 100, loss = 0.006048337847460061
   Iteration 13 of 100, loss = 0.005843771603674843
   Iteration 14 of 100, loss = 0.005847436259500682
   Iteration 15 of 100, loss = 0.005735883070155978
   Iteration 16 of 100, loss = 0.005836987853399478
   Iteration 17 of 100, loss = 0.005837691331501393
   Iteration 18 of 100, loss = 0.005903289459335308
   Iteration 19 of 100, loss = 0.005759810232312272
   Iteration 20 of 100, loss = 0.00563521592412144
   Iteration 21 of 100, loss = 0.0055836778621943224
   Iteration 22 of 100, loss = 0.005483965675177222
   Iteration 23 of 100, loss = 0.005483297621021452
   Iteration 24 of 100, loss = 0.0054269221824749065
   Iteration 25 of 100, loss = 0.005467578889802098
   Iteration 26 of 100, loss = 0.005439072569760566
   Iteration 27 of 100, loss = 0.005314565315428708
   Iteration 28 of 100, loss = 0.005327268054575792
   Iteration 29 of 100, loss = 0.005316286347806454
   Iteration 30 of 100, loss = 0.005296610249206424
   Iteration 31 of 100, loss = 0.0054087833381227905
   Iteration 32 of 100, loss = 0.0054888500744709745
   Iteration 33 of 100, loss = 0.005573705389079722
   Iteration 34 of 100, loss = 0.00558603968580856
   Iteration 35 of 100, loss = 0.005487529361354453
   Iteration 36 of 100, loss = 0.005476642257740928
   Iteration 37 of 100, loss = 0.005521840768287311
   Iteration 38 of 100, loss = 0.005432620031857177
   Iteration 39 of 100, loss = 0.005464582560727229
   Iteration 40 of 100, loss = 0.005401227669790387
   Iteration 41 of 100, loss = 0.005374160402159139
   Iteration 42 of 100, loss = 0.005360157628144536
   Iteration 43 of 100, loss = 0.005351521183065203
   Iteration 44 of 100, loss = 0.005329263258979402
   Iteration 45 of 100, loss = 0.005300992189182175
   Iteration 46 of 100, loss = 0.005366109352072944
   Iteration 47 of 100, loss = 0.005407780715997549
   Iteration 48 of 100, loss = 0.00533631276145267
   Iteration 49 of 100, loss = 0.005367876211067243
   Iteration 50 of 100, loss = 0.0053335656132549045
   Iteration 51 of 100, loss = 0.005342210341683205
   Iteration 52 of 100, loss = 0.005320773818171942
   Iteration 53 of 100, loss = 0.005324688098692107
   Iteration 54 of 100, loss = 0.005291055068718614
   Iteration 55 of 100, loss = 0.005295160505920648
   Iteration 56 of 100, loss = 0.005265240382868797
   Iteration 57 of 100, loss = 0.005262354919850303
   Iteration 58 of 100, loss = 0.00533760025101746
   Iteration 59 of 100, loss = 0.00535701190010976
   Iteration 60 of 100, loss = 0.005423277663066983
   Iteration 61 of 100, loss = 0.005406492191259978
   Iteration 62 of 100, loss = 0.005413451554974721
   Iteration 63 of 100, loss = 0.005440931412435714
   Iteration 64 of 100, loss = 0.0054266569641185924
   Iteration 65 of 100, loss = 0.005440340047845473
   Iteration 66 of 100, loss = 0.005503587975082072
   Iteration 67 of 100, loss = 0.00546478761929963
   Iteration 68 of 100, loss = 0.0055322452030582905
   Iteration 69 of 100, loss = 0.005504451104966195
   Iteration 70 of 100, loss = 0.005485428384106074
   Iteration 71 of 100, loss = 0.005509551352178546
   Iteration 72 of 100, loss = 0.005481348832189623
   Iteration 73 of 100, loss = 0.005486143599838427
   Iteration 74 of 100, loss = 0.005471378451565633
   Iteration 75 of 100, loss = 0.005476327991733948
   Iteration 76 of 100, loss = 0.00552222502148269
   Iteration 77 of 100, loss = 0.0055726636019716785
   Iteration 78 of 100, loss = 0.0055681562755638975
   Iteration 79 of 100, loss = 0.005568505618485469
   Iteration 80 of 100, loss = 0.0056094376486726105
   Iteration 81 of 100, loss = 0.005610741703644579
   Iteration 82 of 100, loss = 0.005589084853077444
   Iteration 83 of 100, loss = 0.005569801306778408
   Iteration 84 of 100, loss = 0.005602594143489287
   Iteration 85 of 100, loss = 0.0055787261685027794
   Iteration 86 of 100, loss = 0.005627866271276807
   Iteration 87 of 100, loss = 0.005592480184103565
   Iteration 88 of 100, loss = 0.005592030679426071
   Iteration 89 of 100, loss = 0.005603374531387948
   Iteration 90 of 100, loss = 0.005577692397249242
   Iteration 91 of 100, loss = 0.005577041959430981
   Iteration 92 of 100, loss = 0.00557614368153736
   Iteration 93 of 100, loss = 0.005580353082448084
   Iteration 94 of 100, loss = 0.005566641274700932
   Iteration 95 of 100, loss = 0.00555394104877977
   Iteration 96 of 100, loss = 0.005591885810038851
   Iteration 97 of 100, loss = 0.00555053993833933
   Iteration 98 of 100, loss = 0.005528876513993482
   Iteration 99 of 100, loss = 0.005515365601479631
   Iteration 100 of 100, loss = 0.005475912863621488

   End of epoch 78; saving model... 

Epoch 79 of 2000
   Iteration 1 of 100, loss = 0.004083477426320314
   Iteration 2 of 100, loss = 0.005750916665419936
   Iteration 3 of 100, loss = 0.004998066540186604
   Iteration 4 of 100, loss = 0.004903480701614171
   Iteration 5 of 100, loss = 0.004637343529611826
   Iteration 6 of 100, loss = 0.004982323851436377
   Iteration 7 of 100, loss = 0.0050700572319328785
   Iteration 8 of 100, loss = 0.00506717839743942
   Iteration 9 of 100, loss = 0.004893852966941065
   Iteration 10 of 100, loss = 0.004778854129835963
   Iteration 11 of 100, loss = 0.004780448253520511
   Iteration 12 of 100, loss = 0.0050779848437135415
   Iteration 13 of 100, loss = 0.005303895351691888
   Iteration 14 of 100, loss = 0.005409327701532415
   Iteration 15 of 100, loss = 0.005247082995871703
   Iteration 16 of 100, loss = 0.0054208748042583466
   Iteration 17 of 100, loss = 0.005474982810590197
   Iteration 18 of 100, loss = 0.005642081481508083
   Iteration 19 of 100, loss = 0.0055318027612214025
   Iteration 20 of 100, loss = 0.005658247217070311
   Iteration 21 of 100, loss = 0.005623262408854706
   Iteration 22 of 100, loss = 0.005434137462130325
   Iteration 23 of 100, loss = 0.005357419869498066
   Iteration 24 of 100, loss = 0.005305904002549748
   Iteration 25 of 100, loss = 0.005283022467046976
   Iteration 26 of 100, loss = 0.005206272059765
   Iteration 27 of 100, loss = 0.005107014776310987
   Iteration 28 of 100, loss = 0.005132291790297521
   Iteration 29 of 100, loss = 0.005055204603885268
   Iteration 30 of 100, loss = 0.005130831191005806
   Iteration 31 of 100, loss = 0.005146827871700929
   Iteration 32 of 100, loss = 0.005253463015833404
   Iteration 33 of 100, loss = 0.005166792741158243
   Iteration 34 of 100, loss = 0.005253440652535681
   Iteration 35 of 100, loss = 0.005335358776418226
   Iteration 36 of 100, loss = 0.005277948337607086
   Iteration 37 of 100, loss = 0.005332572612206678
   Iteration 38 of 100, loss = 0.005325203504119264
   Iteration 39 of 100, loss = 0.005322807934135199
   Iteration 40 of 100, loss = 0.005248801643028855
   Iteration 41 of 100, loss = 0.005212520039072487
   Iteration 42 of 100, loss = 0.005205926113939356
   Iteration 43 of 100, loss = 0.0051993085233884495
   Iteration 44 of 100, loss = 0.005143583694007248
   Iteration 45 of 100, loss = 0.005149983123151792
   Iteration 46 of 100, loss = 0.005090727465753646
   Iteration 47 of 100, loss = 0.005061081912804475
   Iteration 48 of 100, loss = 0.0049987893920236575
   Iteration 49 of 100, loss = 0.004983793126837332
   Iteration 50 of 100, loss = 0.004973352905362844
   Iteration 51 of 100, loss = 0.0050221367866969575
   Iteration 52 of 100, loss = 0.005032620052448832
   Iteration 53 of 100, loss = 0.005063224372998724
   Iteration 54 of 100, loss = 0.005050554052340212
   Iteration 55 of 100, loss = 0.00500828593715348
   Iteration 56 of 100, loss = 0.005054410035622173
   Iteration 57 of 100, loss = 0.005044139688834548
   Iteration 58 of 100, loss = 0.005028954566584836
   Iteration 59 of 100, loss = 0.005012977319785347
   Iteration 60 of 100, loss = 0.005067786128104975
   Iteration 61 of 100, loss = 0.005117246381114008
   Iteration 62 of 100, loss = 0.005108614485981243
   Iteration 63 of 100, loss = 0.005160327457512419
   Iteration 64 of 100, loss = 0.005157980307558319
   Iteration 65 of 100, loss = 0.00510563540021674
   Iteration 66 of 100, loss = 0.0050734292564095194
   Iteration 67 of 100, loss = 0.00508763208297262
   Iteration 68 of 100, loss = 0.005088045119705117
   Iteration 69 of 100, loss = 0.00508217802574939
   Iteration 70 of 100, loss = 0.005119830045649516
   Iteration 71 of 100, loss = 0.005092785695344735
   Iteration 72 of 100, loss = 0.005070529575783035
   Iteration 73 of 100, loss = 0.005099459202028811
   Iteration 74 of 100, loss = 0.005138573169116737
   Iteration 75 of 100, loss = 0.005132934347105523
   Iteration 76 of 100, loss = 0.005144131506217252
   Iteration 77 of 100, loss = 0.005184653603665337
   Iteration 78 of 100, loss = 0.005229406645342421
   Iteration 79 of 100, loss = 0.005271686053882011
   Iteration 80 of 100, loss = 0.005294003438029904
   Iteration 81 of 100, loss = 0.005262817266213213
   Iteration 82 of 100, loss = 0.005238457507646938
   Iteration 83 of 100, loss = 0.005208376370067428
   Iteration 84 of 100, loss = 0.005178846730684329
   Iteration 85 of 100, loss = 0.005192145772333093
   Iteration 86 of 100, loss = 0.005273677691611526
   Iteration 87 of 100, loss = 0.005281013245266145
   Iteration 88 of 100, loss = 0.005303657911347479
   Iteration 89 of 100, loss = 0.005352382319246869
   Iteration 90 of 100, loss = 0.0053692575039652485
   Iteration 91 of 100, loss = 0.005393363516214867
   Iteration 92 of 100, loss = 0.005361169365325781
   Iteration 93 of 100, loss = 0.005362171220332785
   Iteration 94 of 100, loss = 0.005379805461493658
   Iteration 95 of 100, loss = 0.005364254240779892
   Iteration 96 of 100, loss = 0.005339550862117903
   Iteration 97 of 100, loss = 0.005389432431217859
   Iteration 98 of 100, loss = 0.00540071585552995
   Iteration 99 of 100, loss = 0.005415301260801804
   Iteration 100 of 100, loss = 0.005396832575788721

   End of epoch 79; saving model... 

Epoch 80 of 2000
   Iteration 1 of 100, loss = 0.0073839761316776276
   Iteration 2 of 100, loss = 0.0051555713871493936
   Iteration 3 of 100, loss = 0.004475906336059173
   Iteration 4 of 100, loss = 0.004206096054986119
   Iteration 5 of 100, loss = 0.004403622634708881
   Iteration 6 of 100, loss = 0.004783196529994409
   Iteration 7 of 100, loss = 0.004675942340067455
   Iteration 8 of 100, loss = 0.004632426658645272
   Iteration 9 of 100, loss = 0.004857284896489646
   Iteration 10 of 100, loss = 0.004924083454534411
   Iteration 11 of 100, loss = 0.004823632157323035
   Iteration 12 of 100, loss = 0.005156385673520465
   Iteration 13 of 100, loss = 0.004932752219386972
   Iteration 14 of 100, loss = 0.005016845601078655
   Iteration 15 of 100, loss = 0.00520947421900928
   Iteration 16 of 100, loss = 0.005172570832655765
   Iteration 17 of 100, loss = 0.005168226561235154
   Iteration 18 of 100, loss = 0.005211045745656722
   Iteration 19 of 100, loss = 0.005095454521085087
   Iteration 20 of 100, loss = 0.00497995886253193
   Iteration 21 of 100, loss = 0.005240454216532055
   Iteration 22 of 100, loss = 0.005316322468305853
   Iteration 23 of 100, loss = 0.0051836923837823715
   Iteration 24 of 100, loss = 0.005051606092213963
   Iteration 25 of 100, loss = 0.00503270304761827
   Iteration 26 of 100, loss = 0.004961711273958476
   Iteration 27 of 100, loss = 0.005000398675393727
   Iteration 28 of 100, loss = 0.0050311732089280015
   Iteration 29 of 100, loss = 0.004940400991974206
   Iteration 30 of 100, loss = 0.005004606147607168
   Iteration 31 of 100, loss = 0.004993959975939604
   Iteration 32 of 100, loss = 0.004973022674676031
   Iteration 33 of 100, loss = 0.004933515041502136
   Iteration 34 of 100, loss = 0.004923102692427004
   Iteration 35 of 100, loss = 0.004872017100985561
   Iteration 36 of 100, loss = 0.004858123229092194
   Iteration 37 of 100, loss = 0.004860237932990532
   Iteration 38 of 100, loss = 0.004888100623104133
   Iteration 39 of 100, loss = 0.0048355442495682304
   Iteration 40 of 100, loss = 0.004842325905337929
   Iteration 41 of 100, loss = 0.0049171227870917905
   Iteration 42 of 100, loss = 0.004866870070275452
   Iteration 43 of 100, loss = 0.004849073320064087
   Iteration 44 of 100, loss = 0.004826895479874855
   Iteration 45 of 100, loss = 0.004781162935412592
   Iteration 46 of 100, loss = 0.004852590748392369
   Iteration 47 of 100, loss = 0.004921215120702982
   Iteration 48 of 100, loss = 0.004948940467632686
   Iteration 49 of 100, loss = 0.004984769970178604
   Iteration 50 of 100, loss = 0.004938830803148449
   Iteration 51 of 100, loss = 0.004919405857685442
   Iteration 52 of 100, loss = 0.004977686469478963
   Iteration 53 of 100, loss = 0.004955431270711827
   Iteration 54 of 100, loss = 0.004929003952484991
   Iteration 55 of 100, loss = 0.004928525037724864
   Iteration 56 of 100, loss = 0.004953111605053502
   Iteration 57 of 100, loss = 0.005010779244465786
   Iteration 58 of 100, loss = 0.005014234543617429
   Iteration 59 of 100, loss = 0.005013612612008543
   Iteration 60 of 100, loss = 0.005016590817831457
   Iteration 61 of 100, loss = 0.005011691681307847
   Iteration 62 of 100, loss = 0.005113892377384247
   Iteration 63 of 100, loss = 0.005132693028639233
   Iteration 64 of 100, loss = 0.005141451270901598
   Iteration 65 of 100, loss = 0.0052113427565648
   Iteration 66 of 100, loss = 0.005230211518761335
   Iteration 67 of 100, loss = 0.005235582458049949
   Iteration 68 of 100, loss = 0.0052002910524606705
   Iteration 69 of 100, loss = 0.005163104718793993
   Iteration 70 of 100, loss = 0.005183295539713331
   Iteration 71 of 100, loss = 0.0052147956473201935
   Iteration 72 of 100, loss = 0.005225212992324184
   Iteration 73 of 100, loss = 0.0052141870805764035
   Iteration 74 of 100, loss = 0.005167381018337265
   Iteration 75 of 100, loss = 0.005146197485737502
   Iteration 76 of 100, loss = 0.005125830567282576
   Iteration 77 of 100, loss = 0.00513882622237668
   Iteration 78 of 100, loss = 0.005117639187329377
   Iteration 79 of 100, loss = 0.0051055239510569205
   Iteration 80 of 100, loss = 0.005159753844782245
   Iteration 81 of 100, loss = 0.005167667240904713
   Iteration 82 of 100, loss = 0.0051565010302200365
   Iteration 83 of 100, loss = 0.005195855818049286
   Iteration 84 of 100, loss = 0.005191585912446802
   Iteration 85 of 100, loss = 0.005173140984740766
   Iteration 86 of 100, loss = 0.005206765315961093
   Iteration 87 of 100, loss = 0.005239845297684701
   Iteration 88 of 100, loss = 0.005256034683870067
   Iteration 89 of 100, loss = 0.005285805568695487
   Iteration 90 of 100, loss = 0.005297338958674421
   Iteration 91 of 100, loss = 0.005266907600593845
   Iteration 92 of 100, loss = 0.0052477552633955265
   Iteration 93 of 100, loss = 0.0052380659705108055
   Iteration 94 of 100, loss = 0.005215224712106221
   Iteration 95 of 100, loss = 0.005210361640753323
   Iteration 96 of 100, loss = 0.005225632370032447
   Iteration 97 of 100, loss = 0.005210829515864631
   Iteration 98 of 100, loss = 0.005195235461709375
   Iteration 99 of 100, loss = 0.0051955519975492295
   Iteration 100 of 100, loss = 0.0051699765992816536

   End of epoch 80; saving model... 

Epoch 81 of 2000
   Iteration 1 of 100, loss = 0.005514238961040974
   Iteration 2 of 100, loss = 0.006451668683439493
   Iteration 3 of 100, loss = 0.0070466132213672
   Iteration 4 of 100, loss = 0.0077699769753962755
   Iteration 5 of 100, loss = 0.00689477464184165
   Iteration 6 of 100, loss = 0.007157487406705816
   Iteration 7 of 100, loss = 0.006813977312828813
   Iteration 8 of 100, loss = 0.006493983848486096
   Iteration 9 of 100, loss = 0.006136779802747899
   Iteration 10 of 100, loss = 0.006177965248934924
   Iteration 11 of 100, loss = 0.00602757446044548
   Iteration 12 of 100, loss = 0.005848852257865171
   Iteration 13 of 100, loss = 0.005636543196697648
   Iteration 14 of 100, loss = 0.005504795915580222
   Iteration 15 of 100, loss = 0.005376718395079176
   Iteration 16 of 100, loss = 0.00531925777613651
   Iteration 17 of 100, loss = 0.005241693422088728
   Iteration 18 of 100, loss = 0.0054156449494055575
   Iteration 19 of 100, loss = 0.005282396818266103
   Iteration 20 of 100, loss = 0.005260042450390756
   Iteration 21 of 100, loss = 0.005226367729760352
   Iteration 22 of 100, loss = 0.005108380743133073
   Iteration 23 of 100, loss = 0.004957661093415126
   Iteration 24 of 100, loss = 0.004912920043958972
   Iteration 25 of 100, loss = 0.005082162898033858
   Iteration 26 of 100, loss = 0.00503882194439379
   Iteration 27 of 100, loss = 0.004985737847164273
   Iteration 28 of 100, loss = 0.004974845455892917
   Iteration 29 of 100, loss = 0.004969907675644961
   Iteration 30 of 100, loss = 0.0050096300197765235
   Iteration 31 of 100, loss = 0.005017515369540741
   Iteration 32 of 100, loss = 0.005081939401861746
   Iteration 33 of 100, loss = 0.005117771871895952
   Iteration 34 of 100, loss = 0.005101375028436237
   Iteration 35 of 100, loss = 0.005139169915180121
   Iteration 36 of 100, loss = 0.005075435367568086
   Iteration 37 of 100, loss = 0.005053206252538272
   Iteration 38 of 100, loss = 0.005101041028913306
   Iteration 39 of 100, loss = 0.005084051314789133
   Iteration 40 of 100, loss = 0.005189593316754326
   Iteration 41 of 100, loss = 0.005220398153519121
   Iteration 42 of 100, loss = 0.005339466861360485
   Iteration 43 of 100, loss = 0.005375063723646278
   Iteration 44 of 100, loss = 0.005398239532951266
   Iteration 45 of 100, loss = 0.005396756193497115
   Iteration 46 of 100, loss = 0.005418210335926194
   Iteration 47 of 100, loss = 0.005430873835142305
   Iteration 48 of 100, loss = 0.005448275842354633
   Iteration 49 of 100, loss = 0.005403417889598985
   Iteration 50 of 100, loss = 0.005393670122139156
   Iteration 51 of 100, loss = 0.0053643227883559816
   Iteration 52 of 100, loss = 0.005339489390070622
   Iteration 53 of 100, loss = 0.0052799813994118625
   Iteration 54 of 100, loss = 0.005222323048790848
   Iteration 55 of 100, loss = 0.005157081882300025
   Iteration 56 of 100, loss = 0.005163992520205544
   Iteration 57 of 100, loss = 0.005161939358355053
   Iteration 58 of 100, loss = 0.005153584340185826
   Iteration 59 of 100, loss = 0.005112553557965084
   Iteration 60 of 100, loss = 0.005151789928398405
   Iteration 61 of 100, loss = 0.005123241856068251
   Iteration 62 of 100, loss = 0.005118599873141295
   Iteration 63 of 100, loss = 0.005088529606822819
   Iteration 64 of 100, loss = 0.005056681920905248
   Iteration 65 of 100, loss = 0.0050101506613338224
   Iteration 66 of 100, loss = 0.005052944985712229
   Iteration 67 of 100, loss = 0.0050867702690328455
   Iteration 68 of 100, loss = 0.005075980328804101
   Iteration 69 of 100, loss = 0.0050701770975348955
   Iteration 70 of 100, loss = 0.005067359418275633
   Iteration 71 of 100, loss = 0.005099144359250409
   Iteration 72 of 100, loss = 0.005084410059175247
   Iteration 73 of 100, loss = 0.005097354770229798
   Iteration 74 of 100, loss = 0.005055995883004791
   Iteration 75 of 100, loss = 0.0050525249711548285
   Iteration 76 of 100, loss = 0.005077718400188084
   Iteration 77 of 100, loss = 0.005109651853306243
   Iteration 78 of 100, loss = 0.005109171071149505
   Iteration 79 of 100, loss = 0.005108622001495825
   Iteration 80 of 100, loss = 0.005167880856606644
   Iteration 81 of 100, loss = 0.0051475156739607085
   Iteration 82 of 100, loss = 0.005126014833122764
   Iteration 83 of 100, loss = 0.005111084037729685
   Iteration 84 of 100, loss = 0.005133805806205298
   Iteration 85 of 100, loss = 0.005139281172031427
   Iteration 86 of 100, loss = 0.0051729866766457465
   Iteration 87 of 100, loss = 0.005178992212321824
   Iteration 88 of 100, loss = 0.005167643744657239
   Iteration 89 of 100, loss = 0.005181214195320361
   Iteration 90 of 100, loss = 0.005160044476441625
   Iteration 91 of 100, loss = 0.0051568975469998115
   Iteration 92 of 100, loss = 0.0051571645877708724
   Iteration 93 of 100, loss = 0.005194943013941488
